Price,Color,Mileage,Make,Model,City,Automatic Transmission,Air Conditioner,Power Steering,Remote Control,year,full_option,Car Category
610000.0,Gray,107000.0,Mitsubishi,Lancer EX Shark,Tanta,No,No,No,No,2015,No,mid
729000.0,White,45000.0,Fiat,Tipo,6 October,Yes,Yes,Yes,Yes,2021,Yes,mid
1200000.0,Black,167000.0,Dodge,Durango,Sheikh Zayed City,Yes,No,No,No,2009,No,mid
650000.0,White,130000.0,Renault,Duster,10th of Ramadan,Yes,Yes,No,Yes,2017,No,mid
2450000.0,Silver,50000.0,Volvo,V60,Tagamo3 - New Cairo,Yes,Yes,Yes,Yes,2021,Yes,high
350000.0,Green,160000.0,Hyundai,Matrix,Kafr el-Sheikh,No,No,No,No,2003,No,low
520000.0,Black,240000.0,Mitsubishi,Lancer EX Shark,Zagazig,Yes,No,No,No,2008,No,mid
1250000.0,Black,145000.0,BMW,316,6 October,Yes,Yes,Yes,Yes,2014,Yes,high
950000.0,Silver,40000.0,Chery,Tiggo 7,Obour City,Yes,Yes,Yes,Yes,2023,Yes,mid
150000.0,White,100000.0,Chevrolet,T-Series,Ismailia,No,No,No,No,1993,No,low
4800000.0,White,9000.0,Mercedes,E 300,Nasr city,Yes,Yes,Yes,Yes,2021,Yes,high
750000.0,Silver,119000.0,Skoda,Fantasia,Cairo,Yes,No,No,No,2010,No,mid
120000.0,White,200000.0,Mercedes,200,6 October,Yes,No,No,No,1973,No,low
920000.0,Black,117000.0,Skoda,Octavia A7,Kafr el-Sheikh,No,No,No,No,2016,No,mid
165000.0,Silver,318000.0,Renault,Megane,Touhk,Yes,No,No,No,2001,No,low
1125000.0,Black,105000.0,MG,HS,El Haram,Yes,Yes,Yes,Yes,2021,Yes,mid
850000.0,Petroleum,94000.0,Opel,Astra,Maadi,Yes,No,No,No,2020,No,mid
550000.0,Black,106000.0,Peugeot,208,Nasr city,Yes,Yes,Yes,Yes,2016,Yes,mid
2200000.0,Silver,3.0,Toyota,C-HR,Sheraton,Yes,Yes,Yes,Yes,2023,Yes,high
4150000.0,Silver,4000.0,Mercedes,GLC 300,Tagamo3 - New Cairo,No,No,No,No,2022,No,high
1200000.0,Blue,168000.0,Volkswagen,Golf 7,Al Shorouk,Yes,Yes,Yes,Yes,2016,Yes,mid
600000.0,Red,123000.0,Kia,Picanto,Shibin el Kom,Yes,Yes,Yes,Yes,2016,Yes,mid
475000.0,Cyan,140000.0,Hyundai,Elantra,Beheira,Yes,Yes,No,Yes,2010,No,low
550000.0,Red,186000.0,Jac,S3,Shibin El Qanater,Yes,Yes,Yes,Yes,2019,Yes,mid
215000.0,Red,145000.0,Chevrolet,Lanos,El Mahalla,Yes,Yes,No,Yes,1996,No,low
620000.0,Silver,150000.0,Chevrolet,Cruze,Shobra,Yes,Yes,Yes,Yes,2016,Yes,mid
580000.0,Red,176000.0,Mitsubishi,Lancer EX Shark,Obour City,Yes,Yes,Yes,Yes,2016,Yes,mid
550000.0,Silver,60000.0,Chevrolet,Optra,Giza,Yes,Yes,Yes,Yes,2021,Yes,mid
350000.0,Silver,124000.0,Peugeot,406,Suez,Yes,Yes,Yes,No,2006,No,low
360000.0,Dark grey,200000.0,Chevrolet,Cruze,Borg el arab,No,No,No,No,2010,No,low
595000.0,Black,215000.0,Toyota,Corolla,Kafr Shukr,Yes,No,No,No,2013,No,mid
895000.0,White,89000.0,MG,Rx5,Pyramids Gardens,Yes,Yes,Yes,Yes,2019,Yes,mid
390000.0,Black,90000.0,Changan,CS 35,Giza,No,No,No,No,2016,No,low
450000.0,Brown,240000.0,Kia,Cerato,Qena,No,No,No,No,2010,No,low
500000.0,Dark blue,165000.0,Chevrolet,Optra,Luxor,Yes,Yes,Yes,Yes,2018,Yes,low
265000.0,Mocha,320000.0,Geely,Emgrand 7,Giza,No,No,No,No,2015,No,low
2500000.0,White,10.0,Peugeot,408,Heliopolis,Yes,Yes,Yes,Yes,2023,Yes,high
7000000.0,Gray,16000.0,Aston Martin,Rapide S,Heliopolis,No,No,No,No,2016,No,very high
780000.0,Gray,80000.0,Renault,Duster,Cairo,Yes,Yes,Yes,Yes,2019,Yes,mid
1250000.0,Gray,60000.0,Kia,Xceed,El Minya,Yes,Yes,Yes,Yes,2022,Yes,high
2400000.0,White,105000.0,Skoda,Karoq,Sadat City,Yes,Yes,Yes,Yes,2021,Yes,high
330000.0,Silver,220000.0,Byd,F3,Ashmoun,No,Yes,Yes,Yes,2020,No,low
510000.0,Black,200000.0,Ford,Focus,Cairo,Yes,Yes,Yes,Yes,2013,Yes,mid
750000.0,Silver,135000.0,Hyundai,Elantra MD,El Haram,No,No,No,No,2015,No,mid
1600000.0,Black,150000.0,BMW,X3,Al Shorouk,Yes,No,No,No,2016,No,high
385000.0,White,102000.0,Brilliance,FRV Cross,Cairo,Yes,Yes,No,Yes,2013,No,low
560000.0,Silver,95000.0,Hyundai,Elantra HD,Alexandria,No,No,No,No,2017,No,mid
2200000.0,White,71000.0,Skoda,Superb,El Qanater El Khayreya,Yes,Yes,Yes,Yes,2022,Yes,high
55000.0,White,200000.0,Fiat,128,6 October,No,No,No,No,1991,No,low
580000.0,Black,184000.0,Peugeot,508,Alexandria,Yes,Yes,Yes,No,2014,No,mid
570000.0,Black,130000.0,Renault,Fluence,Dokki,No,No,No,No,2014,No,mid
75000.0,Gray,75000.0,Volvo,240,Cairo,Yes,No,No,No,1976,No,low
160000.0,White,40000.0,Speranza,A516,Dakahlia,No,No,No,Yes,2010,No,low
650000.0,Dark blue,37000.0,Suzuki,Swift Dzire,Alexandria,Yes,Yes,Yes,Yes,2022,Yes,mid
980000.0,Mocha,109000.0,Fiat,Tipo,Mansoura,Yes,No,No,Yes,2018,No,mid
1600000.0,Silver,102000.0,Peugeot,5008,6 October,Yes,Yes,Yes,Yes,2020,Yes,high
1500000.0,Black,115000.0,BMW,X3,New Administrative Capital,Yes,Yes,Yes,Yes,2013,Yes,high
850000.0,Brown,125000.0,Ford,Focus,6 October,Yes,Yes,Yes,Yes,2018,Yes,mid
1250000.0,Silver,45000.0,Haval,H6,Nasr city,Yes,Yes,Yes,Yes,2022,Yes,high
900000.0,Red,150000.0,Hyundai,Elantra AD,Bilbeis,Yes,Yes,Yes,Yes,2019,Yes,mid
695000.0,White,172000.0,Opel,Mokka,Dokki,No,No,No,No,2016,No,mid
1899000.0,Dark red,97000.0,Jeep,Wrangler Unlimited,Mokattam,Yes,Yes,No,No,2015,No,high
520000.0,Gray,140000.0,Hyundai,Sonata,Nasr city,No,No,No,No,2009,No,mid
460000.0,Gray,77000.0,Byd,L3,Shobra,Yes,Yes,Yes,Yes,2022,Yes,low
285000.0,Silver,145000.0,Renault,Megane,Beni Suef,Yes,No,Yes,No,2008,No,low
70000.0,Red,100000.0,Lada,2107,Badr City,No,No,No,No,2005,No,low
450000.0,Silver,180000.0,Hyundai,Avante,Monufia,Yes,Yes,Yes,Yes,2007,Yes,low
600000.0,Gold,60000.0,Renault,Kadjar,Saft El Laban,Yes,Yes,Yes,Yes,2017,Yes,mid
600000.0,Cyan,90000.0,Chery,Arrizo 5,10th of Ramadan,No,Yes,Yes,Yes,2023,No,mid
1440000.0,Gray,45000.0,Hyundai,Elantra CN7,Mohandessin,Yes,Yes,Yes,Yes,2022,Yes,high
620000.0,Gray,190000.0,Volkswagen,Jetta,Cairo,Yes,Yes,No,Yes,2011,No,mid
680000.0,Black,129000.0,Kia,Rio,Mohandessin,Yes,Yes,Yes,Yes,2013,Yes,mid
450000.0,Gray,72000.0,Skoda,Octavia A8,Nasr city,Yes,Yes,Yes,Yes,2021,Yes,low
900000.0,White,90000.0,Mercedes,GLK 250,Maadi,Yes,Yes,Yes,Yes,2015,Yes,mid
1150000.0,Silver,185000.0,Seat,Ateca,Maadi,Yes,Yes,Yes,Yes,2018,Yes,mid
890000.0,Dark grey,115000.0,Renault,Duster,Sheraton,Yes,Yes,Yes,Yes,2019,Yes,mid
625000.0,Black,38000.0,GAC,GA3,Suez,No,No,No,No,2020,No,mid
650000.0,Dark grey,8600.0,Nissan,Sunny,Cairo,Yes,Yes,Yes,Yes,2022,Yes,mid
2350000.0,Silver,140000.0,Mercedes,C 200,Cairo,Yes,Yes,Yes,Yes,2019,Yes,high
3650000.0,Black,69000.0,Mercedes,E 200,Cairo,Yes,Yes,Yes,Yes,2020,Yes,high
1550000.0,Black,20000.0,Jeep,Renegade,Nasr city,Yes,Yes,Yes,Yes,2021,Yes,high
800000.0,Blue,70000.0,Audi,Q2,Maadi,Yes,Yes,Yes,Yes,2020,Yes,mid
750000.0,Silver,199000.0,Mercedes,C 180,Maadi,No,No,No,No,2014,No,mid
750000.0,Petroleum,0.0,Hyundai,Tucson Turbo GDI,Maadi,No,No,No,No,2023,No,mid
575000.0,Black,77000.0,Kia,Grand Cerato,Cairo,Yes,No,No,No,2016,No,mid
675000.0,Gray,189000.0,Hyundai,Elantra MD,Ismailia,Yes,Yes,Yes,Yes,2013,Yes,mid
325000.0,Red,107000.0,Chevrolet,Lanos,Suez,No,Yes,Yes,Yes,2017,No,low
560000.0,Silver,130000.0,Ford,Focus,Obour City,Yes,Yes,Yes,No,2014,No,mid
1450000.0,Gray,51000.0,Kia,Sportage,Giza,Yes,Yes,Yes,Yes,2022,Yes,high
440000.0,Blue,211000.0,Skoda,Octavia A4,Tanta,Yes,Yes,Yes,Yes,2004,Yes,low
950000.0,Dark grey,70000.0,Renault,Duster,Shobra,Yes,Yes,Yes,Yes,2021,Yes,mid
350000.0,Dark grey,246000.0,Renault,Logan,Cairo,No,Yes,Yes,Yes,2010,No,low
1800000.0,Silver,53000.0,Hyundai,Tucson Turbo GDI,Alexandria,Yes,Yes,Yes,Yes,2022,Yes,high
480000.0,Black,200000.0,Toyota,Corolla,Giza,No,No,No,No,2010,No,low
250000.0,Cyan,200000.0,Hyundai,Accent,Kafr el-Sheikh,No,No,No,No,2008,No,low
320000.0,Black,193000.0,Speranza,Tiggo,Banha,No,No,No,No,2010,No,low
550000.0,Silver,160000.0,Kia,Cerato,Asyut,Yes,Yes,Yes,No,2010,No,mid
543000.0,Silver,95000.0,Hyundai,Accent RB,Nasr city,Yes,Yes,Yes,Yes,2015,Yes,mid
680000.0,Silver,120000.0,DFSK,EAGLE 580,Port Said,Yes,Yes,Yes,Yes,2019,Yes,mid
3050000.0,Black,12600.0,BMW,520,Sheikh Zayed City,Yes,No,No,Yes,2018,No,high
570000.0,Silver,120000.0,Daihatsu,Materia,Sharqia,No,No,No,No,2007,No,mid
660000.0,Black,73000.0,Nissan,Sunny,Zagazig,No,No,No,No,2014,No,mid
125000.0,White,80000.0,Speranza,A516,Cairo,No,No,No,No,2010,No,low
600000.0,Silver,60000.0,Proton,Saga,6 October,Yes,Yes,Yes,Yes,2022,Yes,mid
2450000.0,Gray,85000.0,Mercedes,C 180,Heliopolis,Yes,Yes,Yes,Yes,2019,Yes,high
825000.0,Dark grey,106000.0,Hyundai,Elantra AD,Ismailia,Yes,Yes,No,Yes,2017,No,mid
495000.0,Purple,141000.0,Nissan,Sunny,Maadi,Yes,Yes,Yes,Yes,2015,Yes,low
3750000.0,Gray,1.0,BMW,320,Cairo,Yes,Yes,Yes,Yes,2023,Yes,high
3650000.0,Black,16000.0,Land Rover,Discovery sport,Tagamo3 - New Cairo,Yes,Yes,Yes,Yes,2021,Yes,high
415000.0,Silver,140000.0,Opel,Astra,6 October,Yes,Yes,Yes,Yes,2007,Yes,low
730000.0,Brown,65000.0,Fiat,Tipo,Madinaty,Yes,Yes,Yes,Yes,2021,Yes,mid
500000.0,Blue,100000.0,Volkswagen,Jetta,Sharm el-Sheikh,Yes,Yes,Yes,No,2008,No,low
655000.0,Dark red,125000.0,Volkswagen,Jetta,Cairo,No,No,No,No,2009,No,mid
425000.0,Mocha,85000.0,Nissan,Sunny,Alexandria,Yes,No,No,No,2014,No,low
147000.0,Black,115425.0,Speranza,A620,Shibin El Qanater,Yes,Yes,Yes,No,2007,No,low
400000.0,Gold,229000.0,Nissan,Tiida,Obour City,No,No,No,No,2008,No,low
865000.0,Champagne,117000.0,Toyota,Corolla,Shibin el Kom,Yes,Yes,Yes,Yes,2015,Yes,mid
890000.0,Dark blue,4000.0,Suzuki,Ciaz,Alexandria,Yes,No,No,No,2023,No,mid
700000.0,Black,185000.0,Kia,Cerato,Giza,Yes,No,No,No,2016,No,mid
180000.0,Silver,194000.0,Zotye,T300,Nasr city,No,Yes,No,No,2010,No,low
3300000.0,White,20000.0,Mercedes,C 180,Heliopolis,No,No,No,No,2022,No,high
150000.0,Silver,170000.0,Speranza,A113,El Haram,No,Yes,Yes,No,2009,No,low
450000.0,Blue,290000.0,Renault,Sandero Step Way,Nasr city,Yes,Yes,Yes,Yes,2018,Yes,low
700000.0,Gray,245000.0,Skoda,Octavia A7,Qena,No,No,No,No,2014,No,mid
780000.0,Silver,1000.0,Hyundai,Accent RB,El Haram,Yes,Yes,Yes,Yes,2024,Yes,mid
73000.0,Blue,550000.0,Daewoo,Espero,Alexandria,No,No,Yes,Yes,1995,No,low
5450000.0,Black,1.0,Mercedes,GLC 200 AMG Imported,Cairo,Yes,Yes,Yes,Yes,2023,Yes,very high
1050000.0,Gray,16000.0,Hyundai,Elantra CN7,Cairo,Yes,Yes,Yes,Yes,2021,Yes,mid
440000.0,Silver,200000.0,Toyota,Corolla,El Mahalla,No,No,No,No,2008,No,low
1500000.0,Black,120000.0,Jeep,Cherokee,Cairo,Yes,Yes,Yes,Yes,2015,Yes,high
1110000.0,Blue,10800.0,Hyundai,Elantra CN7,Obour City,Yes,Yes,Yes,Yes,2022,Yes,mid
230000.0,White,200000.0,Chevrolet,T-Series,Giza,No,No,No,No,2006,No,low
1730000.0,Black,350.0,Skoda,Octavia A8,Tagamo3 - New Cairo,Yes,Yes,Yes,Yes,2023,Yes,high
87000.0,Silver,320000.0,Kia,Sephia,El Haram,No,Yes,No,Yes,1993,No,low
1100000.0,Gold,39900.0,Toyota,Corolla,Beni Suef,Yes,Yes,Yes,Yes,2021,Yes,mid
520000.0,Silver,400000.0,Kia,Cerato,Ismailia,No,No,No,No,2010,No,mid
980000.0,Black,192000.0,Hyundai,IX 35,Beni Suef,Yes,Yes,No,Yes,2015,No,mid
3150000.0,Black,0.0,Mercedes,CLA 200,Nasr city,Yes,Yes,Yes,Yes,2023,Yes,high
210000.0,Black,377000.0,Chevrolet,N300,Cairo,No,Yes,No,Yes,2014,No,low
600000.0,Red,130000.0,Mitsubishi,Lancer EX Shark,Giza,Yes,No,No,No,2015,No,mid
900000.0,White,74000.0,Opel,Astra,Alexandria,Yes,Yes,Yes,Yes,2020,Yes,mid
330000.0,Black,110870.0,Chery,Tiggo,Alexandria,No,Yes,Yes,Yes,2010,No,low
650000.0,Black,100000.0,Lincoln,Town,Cairo,Yes,Yes,No,Yes,2000,No,mid
450000.0,Gold,210000.0,Toyota,Corolla,Beheira,Yes,Yes,No,Yes,2003,No,low
750000.0,Silver,6000.0,Suzuki,Swift Dzire,Shibin El Qanater,Yes,Yes,Yes,Yes,2022,Yes,mid
275000.0,Gray,53000.0,Suzuki,Alto,Nasr city,Yes,Yes,Yes,No,2020,No,low
1050000.0,Silver,150000.0,Toyota,Corolla,Khanka,Yes,Yes,Yes,Yes,2021,Yes,mid
540000.0,Black,270000.0,Mercedes,C 180,6 October,Yes,Yes,Yes,Yes,2004,Yes,mid
480000.0,Silver,260000.0,Kia,Cerato,Aswan,No,No,No,No,2011,No,low
650000.0,Brown,161000.0,Nissan,Sentra,6 October,Yes,Yes,Yes,Yes,2020,Yes,mid
1470000.0,Red,80000.0,Kia,Sportage,Giza,No,No,No,No,2020,No,high
545000.0,Black,180000.0,Skoda,Octavia A5,Beni Suef,Yes,No,No,No,2010,No,mid
800000.0,White,16000.0,Mitsubishi,Lancer EX Shark,Mansoura,Yes,Yes,Yes,Yes,2016,Yes,mid
75000.0,White,100000.0,Mazda,626,Beheira,No,No,No,No,1985,No,low
298000.0,Red,207000.0,Renault,Logan,Sheraton,No,Yes,Yes,Yes,2015,No,low
870000.0,Gray,161000.0,Hyundai,Elantra AD,Suez,Yes,Yes,Yes,Yes,2020,Yes,mid
550000.0,Silver,180000.0,Kia,Carens,Sadat City,Yes,No,No,No,2010,No,mid
245000.0,White,105000.0,Opel,Astra,Mokattam,No,No,No,No,2004,No,low
4800000.0,Blue,20.0,Audi,Q7,Cairo,Yes,Yes,Yes,Yes,2023,Yes,high
150000.0,Blue,174009.0,Seat,Ibiza,Cairo,No,No,No,No,1994,No,low
240000.0,Black,297000.0,Chery,Envy,6 October,No,Yes,Yes,Yes,2017,No,low
780000.0,Gray,80000.0,Fiat,Tipo,Cairo,Yes,Yes,Yes,Yes,2020,Yes,mid
3050000.0,Blue,8000.0,Audi,A5,Tagamo3 - New Cairo,Yes,Yes,Yes,Yes,2023,Yes,high
1400000.0,Petroleum,129000.0,Skoda,Karoq,Al Shorouk,Yes,Yes,Yes,Yes,2021,Yes,high
1830000.0,Red,70000.0,Kia,Sportage,Nasr city,Yes,Yes,Yes,Yes,2022,Yes,high
100000.0,Dark blue,125000.0,Skoda,Felicia,Kafr el-Sheikh,No,No,No,No,1996,No,low
1200000.0,Silver,90000.0,Toyota,Corolla,Heliopolis,Yes,Yes,Yes,Yes,2021,Yes,mid
600000.0,White,150000.0,Kia,Forte,Sharqia,Yes,No,No,No,2010,No,mid
1200000.0,Cyan,46000.0,MG,Rx5,Red Sea,Yes,Yes,Yes,Yes,2021,Yes,mid
360000.0,Dark red,150000.0,Toyota,Corolla,Zefta,Yes,Yes,Yes,Yes,2003,Yes,low
32000.0,Red,100000.0,Fiat,128,Helwan,No,No,No,No,1975,No,low
360000.0,Blue,160000.0,Skoda,Octavia A4,Nasr city,Yes,Yes,Yes,No,1999,No,low
235000.0,Silver,98000.0,Hyundai,Accent,Nasr city,Yes,Yes,Yes,No,2006,No,low
1080000.0,Dark blue,108000.0,Kia,Grand Cerato,Alexandria,Yes,Yes,Yes,Yes,2022,Yes,mid
960000.0,Red,68000.0,Toyota,Corolla,Red Sea,Yes,Yes,Yes,Yes,2021,Yes,mid
580000.0,Silver,230000.0,Hyundai,Elantra MD,Nasr city,No,No,No,No,2016,No,mid
550000.0,Silver,120000.0,Mitsubishi,Lancer EX Shark,6 October,Yes,Yes,No,No,2013,No,mid
2425000.0,Gray,80000.0,Mercedes,C 180,Heliopolis,Yes,Yes,Yes,Yes,2019,Yes,high
250000.0,Silver,160000.0,Chrysler,Neon,El Manial,No,No,No,No,2000,No,low
950000.0,Blue,78000.0,Nissan,Qashqai,Nasr city,Yes,Yes,Yes,Yes,2018,Yes,mid
1150000.0,Silver,100000.0,Hyundai,Tucson,Alexandria,Yes,Yes,Yes,Yes,2018,Yes,mid
280000.0,Black,9999.0,Chevrolet,Aveo,Pyramids Gardens,No,Yes,No,No,2008,No,low
330000.0,Red,100000.0,Mahindra,Scorpio,Sheikh Zayed City,No,Yes,No,No,2009,No,low
200000.0,Black,335000.0,Kia,Shuma,Al Shorouk,Yes,Yes,No,No,1999,No,low
1300000.0,Brown,125000.0,Volkswagen,Passat,El Mahalla,Yes,Yes,Yes,Yes,2018,Yes,high
570000.0,Blue,136000.0,Chery,Arrizo 5,Beheira,Yes,Yes,Yes,Yes,2022,Yes,mid
280000.0,Cyan,225000.0,Mitsubishi,Lancer,Kafr el-Sheikh,No,No,No,No,2001,No,low
265000.0,Gold,130000.0,Geely,Emgrand 7,6 October,No,No,No,No,2015,No,low
760000.0,Cyan,110000.0,Toyota,Corolla,Sohag,Yes,Yes,No,Yes,2016,No,mid
310000.0,Blue,300000.0,Honda,City,Ain Shams,Yes,Yes,No,No,2006,No,low
170000.0,Dark red,30000.0,Hyundai,Accent RB,Cairo,No,No,No,No,1999,No,low
800000.0,White,42500.0,MG,5,Mansoura,Yes,Yes,Yes,Yes,2022,Yes,mid
620000.0,Dark red,30000.0,Chery,Arrizo 5,Agamy,Yes,Yes,Yes,Yes,2020,Yes,mid
560000.0,Black,250000.0,Kia,Carens,Sharqia,Yes,Yes,No,No,2010,No,mid
330000.0,Silver,117000.0,Hyundai,Verna,Faqous,No,Yes,Yes,Yes,2014,No,low
500000.0,Black,200000.0,Renault,Duster,Aswan,No,No,No,No,2016,No,low
2200000.0,Silver,2000.0,Honda,Accord,Sohag,Yes,Yes,Yes,Yes,2022,Yes,high
355000.0,Silver,220000.0,Proton,Persona,Cairo,No,No,No,No,2011,No,low
1650000.0,Silver,250000.0,Mitsubishi,Pajero,Banha,Yes,Yes,Yes,Yes,2016,Yes,high
1100000.0,Silver,85000.0,Hyundai,Elantra CN7,6 October,Yes,Yes,Yes,Yes,2021,Yes,mid
885000.0,Gray,110000.0,Toyota,Corolla,Madinaty,Yes,Yes,Yes,Yes,2019,Yes,mid
300000.0,Silver,107000.0,Renault,Clio,Cairo,Yes,Yes,No,Yes,2006,No,low
450000.0,Silver,140000.0,Hyundai,Elantra MD,Damanhur,Yes,Yes,Yes,Yes,2011,Yes,low
425000.0,Silver,185000.0,Skoda,Octavia A4,Cairo,Yes,Yes,Yes,No,1999,No,low
780000.0,White,65000.0,Toyota,Corolla,Kafr el-Sheikh,Yes,Yes,Yes,Yes,2013,Yes,mid
250000.0,Silver,117000.0,Fiat,Punto,6 October,No,No,No,No,2008,No,low
1300000.0,Eggplant,85000.0,Mercedes,C 180,Mansoura,Yes,Yes,No,Yes,2012,No,high
77000.0,White,100000.0,Fiat,Shahin,6 October,No,No,No,No,2002,No,low
900000.0,Black,220000.0,Mercedes,C 200,Sheikh Zayed City,Yes,No,No,No,2009,No,mid
850000.0,Silver,80000.0,Hyundai,Elantra AD,Alexandria,Yes,Yes,Yes,No,2020,No,mid
1200000.0,Silver,90000.0,Kia,Sportage,Tagamo3 - New Cairo,Yes,Yes,Yes,Yes,2017,Yes,mid
300000.0,Green,183000.0,Skoda,Octavia A4,El Minya,Yes,Yes,Yes,Yes,2000,Yes,low
600000.0,Bronze,180000.0,Peugeot,208,Suez,Yes,Yes,Yes,Yes,2015,Yes,mid
1350000.0,Dark red,73000.0,Audi,A3,6 October,No,No,No,No,2015,No,high
775000.0,Black,170000.0,Kia,Cerato,Asyut,Yes,Yes,Yes,Yes,2010,Yes,mid
390000.0,Gray,270000.0,Nissan,Sunny,Shobra,No,No,No,No,2015,No,low
225000.0,Red,195000.0,Peugeot,207,Alexandria,No,No,No,No,2009,No,low
900000.0,Black,89872.0,Toyota,Corolla,Maadi,Yes,Yes,Yes,Yes,2019,Yes,mid
520000.0,Gold,18000.0,Renault,Logan,Sheraton,No,Yes,Yes,Yes,2020,No,mid
2200000.0,Cyan,1.0,Kia,Sportage,Monufia,No,No,No,No,2023,No,high
900000.0,White,270000.0,Ford,Kuga,Cairo,Yes,Yes,Yes,Yes,2018,Yes,mid
160000.0,Green,220000.0,Opel,Corsa,Agamy,No,Yes,No,No,2004,No,low
250000.0,Blue,100000.0,Hyundai,Verna,Giza,Yes,No,No,No,2011,No,low
2250000.0,Gold,70000.0,Mercedes,CLA 200,Mansoura,No,No,No,No,2020,No,high
1400000.0,Red,5500.0,Toyota,XA,Cairo,Yes,Yes,Yes,No,2022,No,high
1650000.0,Black,150000.0,Mercedes,250,Nasr city,Yes,No,No,No,2012,No,high
680000.0,Bronze,92000.0,Nissan,Sentra,Damanhur,Yes,No,No,No,2019,No,mid
470000.0,Black,250000.0,Daihatsu,Terios,Alexandria,Yes,No,No,No,2008,No,low
220000.0,Silver,56000.0,Geely,Pandino,10th of Ramadan,No,No,No,No,2015,No,low
300000.0,Green,495000.0,Suzuki,Vitara,10th of Ramadan,Yes,Yes,No,Yes,2001,No,low
350000.0,Dark blue,210000.0,Seat,Toledo,Sheikh Zayed City,No,No,No,No,2001,No,low
1250000.0,Silver,140000.0,Peugeot,508,6 October,Yes,Yes,Yes,Yes,2020,Yes,high
1200000.0,Silver,155000.0,Subaru,XV,Bilbeis,Yes,Yes,Yes,Yes,2017,Yes,mid
170000.0,White,59558.0,Chevrolet,Lanos,Cairo,No,Yes,No,No,2010,No,low
950000.0,Dark grey,71000.0,Hyundai,Elantra MD,Cairo,Yes,Yes,Yes,Yes,2014,Yes,mid
520000.0,Bronze,80000.0,Nissan,Sunny,Heliopolis,Yes,Yes,Yes,Yes,2022,Yes,mid
200000.0,Silver,200000.0,Opel,Vectra,Imbaba,Yes,Yes,Yes,Yes,1999,Yes,low
620000.0,Black,125000.0,Kia,Forte,Alexandria,No,No,No,No,2010,No,mid
840000.0,White,95000.0,Kia,Cerato,6 October,Yes,Yes,No,Yes,2017,No,mid
1450000.0,White,38000.0,Peugeot,2008,Alexandria,Yes,Yes,Yes,Yes,2021,Yes,high
400000.0,Black,42000.0,Kia,Rio,Sharqia,Yes,No,No,No,2011,No,low
50000.0,Blue,280000.0,Honda,Civic,6 October,No,No,No,No,1982,No,low
300000.0,Dark grey,200000.0,Hyundai,Getz,Cairo,No,Yes,Yes,Yes,2006,No,low
600000.0,Black,200000.0,Toyota,Corolla,Asyut,No,No,No,No,2009,No,mid
1650000.0,White,32000.0,Citroën,C5,Cairo,Yes,Yes,No,Yes,2021,No,high
290000.0,Blue,198000.0,Hyundai,I10,Ismailia,No,No,No,No,2010,No,low
920000.0,Silver,90000.0,Hyundai,Elantra AD,Damanhur,Yes,Yes,Yes,Yes,2019,Yes,mid
230000.0,Silver,150000.0,Daewoo,Nubira 1,Cairo,No,No,No,No,2006,No,low
260000.0,Silver,220000.0,Mitsubishi,Lancer,Obour City,Yes,No,No,No,2003,No,low
380000.0,Black,133000.0,Hyundai,Elantra,Beni Suef,Yes,No,No,No,2009,No,low
295000.0,Black,185200.0,Chevrolet,Aveo,Kerdasa,No,No,No,No,2012,No,low
150000.0,Dark green,50000.0,Daewoo,Lanos,Tanta,No,No,No,No,1997,No,low
530000.0,Black,221000.0,Skoda,Rapid,6 October,No,No,No,No,2015,No,mid
370000.0,Black,200000.0,Speranza,Tiggo,El Salam City,Yes,No,No,No,2010,No,low
720000.0,Silver,40000.0,Chery,Tiggo 3,Cairo,No,No,No,No,2023,No,mid
750000.0,Black,110000.0,Hyundai,Elantra CN7,Tagamo3 - New Cairo,Yes,Yes,Yes,Yes,2022,Yes,mid
400000.0,Gray,200000.0,Toyota,Corolla,Cairo,Yes,Yes,Yes,No,2009,No,low
1480000.0,White,27000.0,Kia,Sportage,El Minya,Yes,Yes,Yes,Yes,2021,Yes,high
245000.0,Silver,50000.0,Toyota,Corolla,Zagazig,No,No,No,No,1998,No,low
465000.0,Red,78000.0,Nissan,Sunny,Alexandria,Yes,Yes,Yes,Yes,2014,Yes,low
850000.0,Red,43000.0,Haval,Jolion,El Bagour,Yes,Yes,Yes,Yes,2022,Yes,mid
1500000.0,Black,47000.0,Citroën,C5,Cairo,Yes,Yes,Yes,Yes,2021,Yes,high
525000.0,Silver,22000.0,Byd,F3,Pyramids Gardens,No,Yes,Yes,Yes,2023,No,mid
535000.0,Blue,26000.0,Byd,F3,Giza,No,Yes,Yes,Yes,2023,No,mid
265000.0,White,150000.0,Speranza,A516,Nasr city,Yes,Yes,Yes,Yes,2010,Yes,low
565000.0,Silver,232000.0,Mitsubishi,Lancer EX Shark,Dokki,Yes,Yes,Yes,Yes,2016,Yes,mid
325000.0,Green,245000.0,Suzuki,Grand vitara,Cairo,Yes,Yes,No,No,1998,No,low
540000.0,Red,21000.0,Renault,Sandero Step Way,El Minya,Yes,No,No,No,2016,No,mid
1000000.0,Silver,95000.0,Ford,Fusion,6 October,Yes,Yes,No,Yes,2016,No,mid
600000.0,White,117000.0,Opel,Corsa,6 October,Yes,Yes,No,Yes,2016,No,mid
350000.0,Dark grey,255000.0,Hyundai,Verna,El Haram,No,Yes,Yes,Yes,2012,No,low
